RUNNO,TRNO,R#,O#,P#,CropCode,MODEL,EXNAME,TNAM,CultivarCode,WSTA,WYEAR,SoilProfileID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CropCodeST
1,1,1,0,1,MZ,MZCER048,TOUCAN26,W1F123C434               ,MZ990002,WEATHERS,2023,US02126378,        +048.96,        -101.79,        0,2023001,2023135,2023145,2023206,2023275,2023275,2023,-99,8546,3640,3640,4946,4527,0.429168075,848,121.155991,0.425905555,1.99317372,-99.0000000,-99,-99,-99,-99,-99,0,0,352,831,235,596,297,11880,494,2,122,0,128,13,11,66,89,56,7.74234915,-99,-99,-99,-99,-99,-99,-99,-99,0,20979,20979,-99,-99,159148,159148,523.000000,1.47676945,47.0588341,13.4490318,36.3391876,-99.0000000,20.0440521,5.72842693,15.4781675,-99.0000000,70.0482330,66.7647247,29.8360653,28.4375000,140,26.5771408,13.3357162,19.0264244,14.5610962,434.000000,181.600006,635.427490,400.638733,235.169952,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN35,W1F123C434               ,MZ990003,WEATHERS,2025,US02126371,        +048.96,        -102.38,        0,2025001,2025135,2025151,2025198,2025255,2025255,2025,-99,7483,2422,2422,5087,3214,0.227396637,1065,152.128464,0.323615670,1.54695213,-99.0000000,-99,-99,-99,-99,-99,0,0,396,788,151,637,353,9045,496,2,122,0,96,15,29,54,79,37,4.09830999,-99,-99,-99,-99,-99,-99,-99,-99,0,22148,22148,-99,-99,167863,167863,458.453125,4.13853741,25.0511589,13.7242765,49.5390205,-99.0000000,8.10847092,4.44222546,16.0346146,-99.0000000,61.3342667,77.9456329,19.8524590,25.2291660,120,25.0408382,12.0441675,19.8291588,14.9956532,434.000000,298.699982,545.222229,395.123322,151.048218,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN12,W1F123C434               ,MZ990001,WEATHERS,2025,US02126131,        +048.96,        -122.38,        0,2025001,2025135,2025156,2025295,2025335,2025335,2025,-99,2991,0,0,3022,493,0.00000000,0,0.00000000,0.00000000,2.57263207,-99.0000000,-99,-99,-99,-99,-99,0,0,1289,868,193,675,1231,7089,564,2,122,0,147,87,137,358,78,0,19.1610279,-99,-99,-99,-99,-99,-99,-99,-99,0,52166,52166,-99,-99,441884,441884,4248.78125,25.0829678,3.99704194,4.79886198,15.5391073,-99.0000000,0.00000000,0.00000000,0.00000000,-99.0000000,24.5195599,20.3495655,0.00000000,0.00000000,200,16.1395035,8.93199921,14.7175026,13.0922976,434.000000,748.400024,623.353271,430.846100,192.506958,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN05,W1F123C434               ,MZ990002,WEATHERS,2021,US02126387,        +048.96,        -101.04,        0,2021001,2021135,2021149,2021204,2021270,2021270,2021,-99,10334,4560,4560,5824,5637,0.417702317,1092,155.939850,0.441235155,2.35493565,-99.0000000,-99,-99,-99,-99,-99,0,0,351,910,256,653,298,13807,425,2,122,0,137,30,11,91,106,62,4.04330873,-99,-99,-99,-99,-99,-99,-99,-99,0,27390,27390,-99,-99,207442,207442,807.921875,6.76657152,34.0144997,15.8403435,40.3009415,-99.0000000,15.0098705,6.99000502,17.7839432,-99.0000000,84.7016983,75.4277878,37.3770485,33.2846718,135,27.1066685,13.2600002,19.9170380,14.6748066,434.000000,303.800079,652.360046,397.274872,256.411072,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN32,W1F123C434               ,MZ990002,WEATHERS,2025,US02126392,        +048.96,        -100.62,        0,2025001,2025135,2025151,2025215,2025308,2025308,2025,-99,7484,4288,4288,3231,5113,0.475096762,903,128.931274,0.572926760,1.67481494,-99.0000000,-99,-99,-99,-99,-99,0,0,424,902,196,706,380,14810,410,2,122,0,114,35,12,76,85,61,6.14669991,-99,-99,-99,-99,-99,-99,-99,-99,0,22488,22488,-99,-99,170386,170386,639.125000,4.94323921,22.0574493,11.2938881,38.2342987,-99.0000000,12.6377811,6.47081518,21.9062805,-99.0000000,61.3450356,65.6499481,35.1475410,37.6140366,173,22.6167564,10.1809254,16.5225410,13.7593136,434.000000,339.300079,662.667664,466.924438,195.742950,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN01,W1F123C434               ,MZ990002,WEATHERS,2024,US02126127,        +048.96,        -122.71,        0,2024001,2024135,2024160,2024244,2024316,2024316,2024,-99,7690,1753,1753,5982,4619,0.102544881,1710,244.275604,0.228004798,2.68043303,-99.0000000,-99,-99,-99,-99,-99,0,0,1366,842,190,652,1322,5741,556,2,122,0,130,110,153,437,83,32,31.0081768,-99,-99,-99,-99,-99,-99,-99,-99,0,59404,59404,-99,-99,514473,514473,5575.28125,40.0246506,10.8071785,13.0940275,40.3812599,-99.0000000,2.46346331,2.98474360,9.20478535,-99.0000000,63.0359497,59.1568146,14.3688526,13.4846153,181,17.8220959,10.0552483,15.5480700,13.5591040,434.000000,711.599792,587.320129,396.922333,190.444427,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN21,W1F123C434               ,MZ990001,WEATHERS,2021,US02126367,        +048.96,        -102.71,        0,2021001,2021135,2021150,2021217,2021297,2021297,2021,-99,6875,1732,1732,5204,2332,0.352876931,491,70.1106720,0.251908749,2.06964850,-99.0000000,-99,-99,-99,-99,-99,0,0,281,966,262,704,220,2356,100,2,122,0,107,22,12,48,75,23,4.50883865,-99,-99,-99,-99,-99,-99,-99,-99,0,6248,6248,-99,-99,52551,52551,347.691406,6.78289795,30.0736389,9.64791393,26.2555809,-99.0000000,7.57655334,2.43063140,6.61465740,-99.0000000,56.3510933,64.2507782,14.1967211,16.1869164,162,25.9518528,12.0907421,18.7808704,14.0332766,434.000000,228.599991,712.572021,450.729309,261.842743,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN14,W1F123C434               ,MZ990003,WEATHERS,2024,US02126391,        +048.96,        -100.71,        0,2024001,2024135,2024152,2024203,2024257,2024257,2024,-99,8422,4779,4779,3658,6401,0.267386466,1787,255.348618,0.567492485,1.00897586,-99.0000000,-99,-99,-99,-99,-99,0,0,463,803,140,663,410,11473,516,2,122,0,109,19,13,70,97,81,12.7967386,-99,-99,-99,-99,-99,-99,-99,-99,0,27223,27223,-99,-99,206029,206029,648.406250,4.36357546,27.9611988,14.2576914,60.1899986,-99.0000000,15.8665304,8.09050083,34.1547012,-99.0000000,69.0320892,77.2652740,39.1721306,43.8440361,122,24.5655689,11.9368839,20.0598316,14.9548912,434.000000,301.200073,590.692749,451.497498,139.922165,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN46,W1F123C434               ,MZ990001,WEATHERS,2024,US02126388,        +048.96,        -100.96,        0,2024001,2024135,2024151,2024235,2024310,2024310,2024,-99,8444,1883,1883,6623,2869,0.240187958,784,112.012115,0.223023370,2.54943299,-99.0000000,-99,-99,-99,-99,-99,0,0,447,925,244,681,391,14350,386,2,122,0,127,30,31,109,95,22,11.1800442,-99,-99,-99,-99,-99,-99,-99,-99,0,29871,29871,-99,-99,227332,227332,990.656250,7.53049707,28.0914898,11.9430294,34.5648766,-99.0000000,6.26413631,2.66318250,7.70764065,-99.0000000,69.2156143,66.4905853,15.4344263,14.8267717,175,23.6982841,10.4799976,17.2919941,13.7092495,434.000000,300.600098,707.048828,462.746155,244.303040,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN16,W1F123C434               ,MZ990002,WEATHERS,2021,US02126377,        +048.96,        -101.88,        0,2021001,2021135,2021150,2021204,2021270,2021270,2021,-99,9141,3808,3808,5380,4729,0.405261666,940,134.245056,0.416628063,2.18885732,-99.0000000,-99,-99,-99,-99,-99,0,0,287,915,243,671,241,12692,415,2,122,0,122,24,15,74,92,51,6.57571316,-99,-99,-99,-99,-99,-99,-99,-99,0,22201,22201,-99,-99,168055,168055,622.625000,5.32719612,38.3905144,13.9216452,37.5824318,-99.0000000,15.9932785,5.79968166,15.6566362,-99.0000000,74.9244461,74.9244461,31.2131157,31.2131157,135,27.2785225,13.3444490,19.9170380,14.6748066,434.000000,238.100021,656.587769,414.529724,243.219543,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN17,W1F123C434               ,MZ990003,WEATHERS,2022,US02126376,        +048.96,        -101.96,        0,2022001,2022135,2022150,2022199,2022248,2022248,2022,-99,7682,3819,3819,3878,5332,0.215141460,1775,253.588165,0.497116238,0.881867349,-99.0000000,-99,-99,-99,-99,-99,0,0,449,770,127,643,376,10747,498,2,122,0,99,11,22,54,89,65,7.09425592,-99,-99,-99,-99,-99,-99,-99,-99,0,22825,22825,-99,-99,172660,172660,474.312500,4.15579510,36.2887764,13.0906944,60.5537910,-99.0000000,18.0396786,6.50757504,30.1021729,-99.0000000,62.9699478,77.5993271,31.3032780,38.5757561,113,25.8743420,12.7265463,21.5690250,15.1325989,434.000000,211.699997,586.854553,461.063538,126.867920,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN36,W1F123C434               ,MZ990003,WEATHERS,2021,US02126382,        +048.96,        -101.46,        0,2021001,2021135,2021149,2021192,2021236,2021236,2021,-99,6508,1524,1524,5014,2532,0.193330318,788,112.627747,0.234186873,1.60635591,-99.0000000,-99,-99,-99,-99,-99,0,0,327,795,184,611,279,11815,488,2,122,0,86,19,34,56,63,23,5.54960585,-99,-99,-99,-99,-99,-99,-99,-99,0,19201,19201,-99,-99,145573,145573,478.328125,3.15655255,24.7754040,12.0596962,35.4124451,-99.0000000,5.80129385,2.82384276,8.29201412,-99.0000000,53.3483543,75.6802216,12.4918032,17.7209301,101,28.0455456,14.3079195,21.4881172,15.3434057,434.000000,262.700012,539.690125,356.633606,183.791290,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN34,W1F123C434               ,MZ990002,WEATHERS,2025,US02126371,        +048.96,        -102.38,        0,2025001,2025135,2025151,2025214,2025300,2025300,2025,-99,8037,3900,3900,4179,4449,0.448283046,870,124.296417,0.485301942,2.21157289,-99.0000000,-99,-99,-99,-99,-99,0,0,506,897,215,682,460,10495,428,2,122,0,126,19,10,65,91,56,4.31884146,-99,-99,-99,-99,-99,-99,-99,-99,0,22142,22142,-99,-99,167972,167972,517.093750,5.70439768,19.4319534,12.2727547,37.4379616,-99.0000000,9.42940140,5.95538330,18.1668587,-99.0000000,65.8775024,63.7861519,31.9672127,30.9523811,165,23.5242462,10.7751513,17.3442364,13.9589224,434.000000,413.599976,654.869690,440.194183,214.676620,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN23,W1F123C434               ,MZ990003,WEATHERS,2025,US02126393,        +048.96,        -100.54,        0,2025001,2025135,2025151,2025199,2025257,2025257,2025,-99,6744,2501,2501,4264,3217,0.232759342,1074,153.484360,0.370830625,1.19895363,-99.0000000,-99,-99,-99,-99,-99,0,0,344,791,139,652,301,12218,520,2,122,0,91,27,32,68,74,39,4.90631104,-99,-99,-99,-99,-99,-99,-99,-99,0,25835,25835,-99,-99,195635,195635,619.015625,4.40448713,26.7498169,12.2167444,48.5755234,-99.0000000,9.92066574,4.53080654,18.0151348,-99.0000000,55.2756462,74.1058121,20.5000000,27.4835167,122,24.7057343,12.0081959,19.3385258,14.9548912,434.000000,252.100006,551.998840,413.234039,138.827713,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN31,W1F123C434               ,MZ990002,WEATHERS,2022,US02126384,        +048.96,        -101.29,        0,2022001,2022135,2022151,2022214,2022297,2022297,2022,-99,9745,4780,4780,4998,6194,0.437613577,1092,156.055084,0.490558684,1.68226087,-99.0000000,-99,-99,-99,-99,-99,0,0,512,876,227,649,447,13587,492,2,122,0,128,20,7,74,93,69,8.45789242,-99,-99,-99,-99,-99,-99,-99,-99,0,23483,23483,-99,-99,177968,177968,621.906250,5.81644011,37.8588257,13.8656950,42.9545898,-99.0000000,18.5703144,6.80132818,21.0698605,-99.0000000,79.8759384,76.1317520,39.1803284,37.3437500,162,23.5666714,10.7592564,18.6456757,14.0332766,434.000000,257.400055,702.803894,475.939697,226.864334,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN44,W1F123C434               ,MZ990002,WEATHERS,2021,US02126386,        +048.96,        -101.12,        0,2021001,2021135,2021149,2021204,2021270,2021270,2021,-99,10550,4711,4711,5889,5811,0.417921990,1127,161.048843,0.446582049,2.36630225,-99.0000000,-99,-99,-99,-99,-99,0,0,351,909,258,651,298,13717,425,2,122,0,139,29,11,94,108,64,4.82035255,-99,-99,-99,-99,-99,-99,-99,-99,0,28276,28276,-99,-99,214211,214211,841.609375,7.15043354,34.7265549,16.1791611,40.9226761,-99.0000000,15.5069084,7.22469473,18.2737446,-99.0000000,86.4748383,75.8987808,38.6147537,33.8920860,135,27.1066685,13.2600002,19.9170380,14.6748066,434.000000,303.800079,652.069092,395.613403,257.801575,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN12,W1F123C434               ,MZ990001,WEATHERS,2021,US02126131,        +048.96,        -122.38,        0,2021001,2021135,2021153,2021252,2021345,2021345,2021,-99,7055,225,225,6920,1733,0.324129350E-1,693,98.9501190,0.318243206E-1,3.79181480,-99.0000000,-99,-99,-99,-99,-99,0,0,1553,879,277,602,1522,11578,561,2,122,0,232,156,91,436,157,4,15.0818195,-99,-99,-99,-99,-99,-99,-99,-99,0,52092,52092,-99,-99,441224,441224,4996.31250,24.0668697,7.13308287,11.2680531,25.4689312,-99.0000000,0.227502540,0.359383255,0.812306046,-99.0000000,57.8247414,30.4078388,1.84426224,0.969827592,210,17.2323799,9.63238430,14.1133347,12.8590374,434.000000,988.999939,626.072571,349.083160,276.989197,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN30,W1F123C434               ,MZ990002,WEATHERS,2021,US02126385,        +048.96,        -101.21,        0,2021001,2021135,2021149,2021204,2021270,2021270,2021,-99,10659,4828,4828,5882,5942,0.417942524,1155,165.012909,0.452909499,2.36815429,-99.0000000,-99,-99,-99,-99,-99,0,0,351,909,259,650,299,13937,424,2,122,0,140,31,11,99,109,66,5.69137001,-99,-99,-99,-99,-99,-99,-99,-99,0,29046,29046,-99,-99,220269,220269,894.203125,6.88848257,35.0859451,16.3435745,41.0893173,-99.0000000,15.8920298,7.40275288,18.6112328,-99.0000000,87.3697815,76.1365204,39.5737686,34.4857140,135,27.1066685,13.2600002,19.9170380,14.6748066,434.000000,303.800079,652.189819,394.132141,259.413239,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN25,W1F123C434               ,MZ990002,WEATHERS,2025,US02126381,        +048.96,        -101.54,        0,2025001,2025135,2025150,2025213,2025286,2025286,2025,-99,7586,3716,3716,3910,4399,0.402669221,923,131.838913,0.489847362,1.97643936,-99.0000000,-99,-99,-99,-99,-99,0,0,423,883,208,675,374,12443,366,2,122,0,115,23,16,66,82,51,4.91202593,-99,-99,-99,-99,-99,-99,-99,-99,0,20484,20484,-99,-99,155225,155225,533.812500,4.99329853,22.6727028,11.9818449,36.4996223,-99.0000000,11.1057968,5.86908150,17.8786545,-99.0000000,62.1826820,65.9677124,30.4590168,32.3130417,151,24.8165512,11.8430452,17.9158955,14.3018484,434.000000,334.600037,633.148499,425.383728,207.845627,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN23,W1F123C434               ,MZ990003,WEATHERS,2021,US02126393,        +048.96,        -100.54,        0,2021001,2021135,2021150,2021194,2021243,2021243,2021,-99,7575,2657,2657,4947,3733,0.227659106,1167,166.754517,0.350806862,1.64513886,-99.0000000,-99,-99,-99,-99,-99,0,0,370,799,193,607,327,12728,450,2,122,0,105,23,27,71,79,42,6.26235390,-99,-99,-99,-99,-99,-99,-99,-99,0,25832,25832,-99,-99,195611,195611,641.468750,4.04250383,23.4307880,13.7492809,39.3197975,-99.0000000,8.21837330,4.82257462,13.7914600,-99.0000000,62.0915833,72.1445084,21.7786884,25.3047619,108,26.9898148,13.5685196,20.9805527,15.2244101,434.000000,323.299988,550.950500,360.163239,192.655457,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN46,W1F123C434               ,MZ990002,WEATHERS,2023,US02126375,        +048.96,        -102.04,        0,2023001,2023135,2023145,2023206,2023275,2023275,2023,-99,8272,3473,3473,4838,4290,0.429216474,809,115.601929,0.419890702,1.96770918,-99.0000000,-99,-99,-99,-99,-99,0,0,352,827,230,597,296,10262,501,2,122,0,127,11,12,65,89,54,2.63557863,-99,-99,-99,-99,-99,-99,-99,-99,0,22948,22948,-99,-99,173855,173855,509.703125,5.35479450,45.5498962,13.0830908,36.0154610,-99.0000000,19.1244488,5.49302864,15.1213474,-99.0000000,67.8021393,65.1327667,28.4672127,27.3464565,140,26.5771408,13.3357162,19.0264244,14.5610962,434.000000,181.600006,632.255920,402.966339,229.675293,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN20,W1F123C434               ,MZ990002,WEATHERS,2021,US02126376,        +048.96,        -101.96,        0,2021001,2021135,2021150,2021204,2021270,2021270,2021,-99,9212,3860,3860,5400,4790,0.405209899,953,136.076508,0.419000417,2.19672656,-99.0000000,-99,-99,-99,-99,-99,0,0,287,915,243,671,241,12603,421,2,122,0,122,24,15,75,93,51,5.36842537,-99,-99,-99,-99,-99,-99,-99,-99,0,22809,22809,-99,-99,172638,172638,630.812500,5.98115587,38.6889877,14.0299520,37.8345337,-99.0000000,16.2116737,5.87890863,15.8536377,-99.0000000,75.5069580,75.5069580,31.6393452,31.6393452,135,27.2785225,13.3444490,19.9170380,14.6748066,434.000000,238.100021,656.584473,414.275635,243.477249,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN28,W1F123C434               ,MZ990001,WEATHERS,2024,US02126381,        +048.96,        -101.54,        0,2024001,2024135,2024151,2024235,2024310,2024310,2024,-99,7119,1390,1390,5788,2098,0.237153411,586,83.7156296,0.195221752,2.34306884,-99.0000000,-99,-99,-99,-99,-99,0,0,447,923,227,697,391,13634,367,2,122,0,111,21,27,73,82,15,10.7233610,-99,-99,-99,-99,-99,-99,-99,-99,0,20477,20477,-99,-99,155113,155113,591.406250,5.64115477,23.6819057,10.0931044,31.3857117,-99.0000000,4.62408352,1.97076023,6.12831402,-99.0000000,58.3506813,64.1331787,11.3934422,12.5225229,175,23.6982841,10.4799976,17.2919941,13.7092495,434.000000,300.600098,705.311584,478.495453,226.816055,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN10,W1F123C434               ,MZ990003,WEATHERS,2021,US02126388,        +048.96,        -100.96,        0,2021001,2021135,2021149,2021192,2021236,2021236,2021,-99,7821,2218,2218,5635,3466,0.193400756,1147,163.797928,0.283526510,1.71421111,-99.0000000,-99,-99,-99,-99,-99,0,0,327,794,196,598,281,12323,514,2,122,0,101,26,39,86,77,34,6.00161886,-99,-99,-99,-99,-99,-99,-99,-99,0,29888,29888,-99,-99,227381,227381,819.390625,4.76079893,29.7721958,14.5280361,39.8488121,-99.0000000,8.44309044,4.12000275,11.3007154,-99.0000000,64.1078415,77.4371872,18.1803284,21.9603958,101,28.0455456,14.3079195,21.4881172,15.3434057,434.000000,262.700012,538.349182,342.838074,196.270752,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN03,W1F123C434               ,MZ990001,WEATHERS,2022,US02126128,        +048.96,        -122.62,        0,2022001,2022135,2022155,2022251,2022317,2022317,2022,-99,13637,3067,3067,10648,6659,0.167241007,1834,261.971863,0.224897116,3.34753513,-99.0000000,-99,-99,-99,-99,-99,0,0,1071,853,316,537,1002,2032,89,2,122,0,215,61,29,249,160,52,21.2348156,-99,-99,-99,-99,-99,-99,-99,-99,0,24405,24405,-99,-99,217839,217839,2894.62500,25.7286816,30.7966824,21.5096798,43.1618958,-99.0000000,6.92637730,4.83766890,9.70739555,-99.0000000,111.776817,63.4268456,25.1393452,14.2651167,182,19.9609833,11.1445074,16.0780201,13.5341244,434.000000,442.800018,633.983032,318.038025,315.944672,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN42,W1F123C434               ,MZ990001,WEATHERS,2021,US02126374,        +048.96,        -102.12,        0,2021001,2021135,2021150,2021218,2021298,2021298,2021,-99,7968,2315,2315,5716,3082,0.341369629,678,96.8669662,0.290494561,2.19873500,-99.0000000,-99,-99,-99,-99,-99,0,0,326,969,265,704,279,12081,502,2,122,0,122,24,22,81,86,32,4.24014902,-99,-99,-99,-99,-99,-99,-99,-99,0,24057,24057,-99,-99,182163,182163,675.234375,7.16909266,28.8807793,11.1620512,30.1044617,-99.0000000,8.39072037,3.24290586,8.74623680,-99.0000000,65.3131790,65.3131790,18.9754105,18.9754105,163,25.6901894,12.0147295,18.3472424,14.0085325,434.000000,275.900024,713.865906,449.181091,264.685272,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN07,W1F123C434               ,MZ990003,WEATHERS,2021,US02126383,        +048.96,        -101.38,        0,2021001,2021135,2021149,2021192,2021236,2021236,2021,-99,6543,1545,1545,5028,2560,0.193373501,799,114.143623,0.236125678,1.60672998,-99.0000000,-99,-99,-99,-99,-99,0,0,327,795,184,611,279,11884,489,2,122,0,86,19,34,58,63,23,5.61665106,-99,-99,-99,-99,-99,-99,-99,-99,0,20128,20128,-99,-99,152347,152347,496.281250,3.26517606,24.9082565,12.1219511,35.5443954,-99.0000000,5.88123322,2.86218429,8.39259338,-99.0000000,53.6344223,76.0860367,12.6639347,17.9651165,101,28.0455456,14.3079195,21.4881172,15.3434057,434.000000,262.700012,539.797546,356.441895,184.090881,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN10,W1F123C434               ,MZ990002,WEATHERS,2022,US02126130,        +048.96,        -122.46,        0,2022001,2022135,2022155,2022228,2022317,2022317,2022,-99,19207,12081,12081,7174,15460,0.462947935,2610,372.805206,0.629016697,2.92539096,-99.0000000,-99,-99,-99,-99,-99,0,0,1071,861,307,554,1009,3211,130,2,122,0,250,85,13,302,210,175,21.3308525,-99,-99,-99,-99,-99,-99,-99,-99,0,27018,27018,-99,-99,244118,244118,3504.35938,27.5700684,43.3752861,29.9985771,62.6397743,-99.0000000,27.2831974,18.8692017,39.4006195,-99.0000000,157.430969,76.8263092,99.0245895,48.3240013,182,19.9609833,11.1445074,16.0780201,13.5341244,434.000000,442.800018,640.249634,333.629669,306.619537,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN41,W1F123C434               ,MZ990003,WEATHERS,2023,US02126373,        +048.96,        -102.21,        0,2023001,2023135,2023145,2023196,2023247,2023247,2023,-99,10325,4836,4836,5521,6405,0.236646459,2043,291.925354,0.468355954,1.67459881,-99.0000000,-99,-99,-99,-99,-99,0,0,328,758,218,539,273,9923,502,2,122,0,126,9,11,55,98,73,2.41072869,-99,-99,-99,-99,-99,-99,-99,-99,0,22045,22045,-99,-99,167089,167089,442.718750,4.16049194,68.2876358,18.4231892,47.3242645,-99.0000000,31.9841309,8.62893677,22.1654396,-99.0000000,84.6318741,81.9451523,39.6393433,38.3809509,112,27.3187504,14.0026779,20.6651745,15.1513834,434.000000,151.199982,560.439819,343.666565,218.177490,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN45,W1F123C434               ,MZ990001,WEATHERS,2024,US02126375,        +048.96,        -102.04,        0,2024001,2024135,2024152,2024233,2024310,2024310,2024,-99,7309,1504,1504,5865,2173,0.244251236,616,87.9768219,0.205795571,2.38553834,-99.0000000,-99,-99,-99,-99,-99,0,0,404,924,234,691,348,11335,501,2,122,0,113,19,30,73,83,16,2.42664504,-99,-99,-99,-99,-99,-99,-99,-99,0,22937,22937,-99,-99,173713,173713,597.000000,6.32485390,27.2424526,10.3724718,31.2988338,-99.0000000,5.60566282,2.13433719,6.44034243,-99.0000000,59.9110870,64.6827698,12.3278685,13.3097343,175,23.9548569,10.5057116,17.2919941,13.7092495,434.000000,268.300110,704.668396,471.140533,233.527954,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN06,W1F123C434               ,MZ990002,WEATHERS,2024,US02126390,        +048.96,        -100.79,        0,2024001,2024135,2024151,2024214,2024286,2024286,2024,-99,11698,4909,4909,6832,6550,0.409563124,1199,171.245071,0.419698775,2.22363710,-99.0000000,-99,-99,-99,-99,-99,0,0,435,887,236,651,378,12657,514,2,122,0,143,24,11,100,121,71,10.9911919,-99,-99,-99,-99,-99,-99,-99,-99,0,29849,29849,-99,-99,226602,226602,924.406250,6.56467295,40.6875267,17.5134258,49.4683876,-99.0000000,17.0747776,7.34961987,20.7597198,-99.0000000,95.8825226,81.8018723,40.2377052,34.3286705,151,25.2662239,11.9006624,18.6940327,14.3018484,434.000000,287.500092,667.925720,432.197235,236.467545,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN28,W1F123C434               ,MZ990001,WEATHERS,2023,US02126381,        +048.96,        -101.54,        0,2023001,2023135,2023145,2023222,2023305,2023305,2023,-99,6040,1317,1317,4774,1930,0.273265898,482,68.8679199,0.218102366,1.79993701,-99.0000000,-99,-99,-99,-99,-99,0,0,393,863,229,634,317,13514,491,2,122,0,111,19,20,68,70,18,7.79410696,-99,-99,-99,-99,-99,-99,-99,-99,0,20482,20482,-99,-99,155204,155204,538.078125,5.88595819,26.0571327,8.95391369,26.3381577,-99.0000000,5.68162203,1.95235431,5.74289799,-99.0000000,49.5085526,54.4148064,10.7950821,11.8648653,170,23.8935184,11.2052927,16.9623489,13.8343306,434.000000,231.800003,674.570190,445.243469,229.326721,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN45,W1F123C434               ,MZ990001,WEATHERS,2022,US02126385,        +048.96,        -101.21,        0,2022001,2022135,2022151,2022233,2022297,2022297,2022,-99,7148,1458,1458,5744,2240,0.197316200,739,105.550240,0.203953341,2.01862693,-99.0000000,-99,-99,-99,-99,-99,0,0,512,875,242,633,449,14028,510,2,122,0,131,24,17,90,93,22,6.82006311,-99,-99,-99,-99,-99,-99,-99,-99,0,29053,29053,-99,-99,220329,220329,807.765625,9.54402447,27.7702999,10.1862955,29.5806179,-99.0000000,5.66433430,2.07770824,6.03358698,-99.0000000,58.5907936,54.5654716,11.9508200,11.1297712,162,23.5666714,10.7592564,18.6456757,14.0332766,434.000000,257.400055,701.734680,460.087433,241.647308,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN36,W1F123C434               ,MZ990001,WEATHERS,2023,US02126372,        +048.96,        -102.29,        0,2023001,2023135,2023145,2023220,2023305,2023305,2023,-99,6273,1409,1409,4916,2025,0.282454550,499,71.2866669,0.224699363,1.98328197,-99.0000000,-99,-99,-99,-99,-99,0,0,398,907,246,661,323,11168,502,2,122,0,114,14,22,64,72,19,3.25946164,-99,-99,-99,-99,-99,-99,-99,-99,0,20866,20866,-99,-99,158354,158354,479.218750,5.93166256,26.3447189,8.94829082,25.4806442,-99.0000000,5.91767979,2.01000881,5.72358704,-99.0000000,51.4154091,55.0235062,11.5491800,12.3596487,170,23.9641190,11.0594110,17.5082340,13.8343306,434.000000,238.100082,700.991943,454.817780,246.174301,1,
